href,name,adress,phone,rate,rate_count,site,average_bill
https://yandex.ru/maps/org/galeyev_i_partnery/42638707666/,Галеев и Партнеры,"Нагатинская наб., 14, корп. 1, Москва",+7 (915) 140-18-59,"4,4",11 оценок,agaleev.ru,null
https://yandex.ru/maps/org/advokat_gutorov_maksim_sergeyevich/1765798753/,Адвокат Гуторов Максим Сергеевич,"ул. Намёткина, 13, корп. 1, Москва",+7 (977) 880-16-36,"4,2",16 оценок,gutorovmaksim.com,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство"
https://yandex.ru/maps/org/onegin_konsalting/78544576786/,Онегин Консалтинг,"1-й Нагатинский пр., 2, стр. 35БН, Москваофис 18, этаж 3",+7 (499) 390-92-35,null,Ещё нет отзывов,www.onegin-consulting.ru,null
https://yandex.ru/maps/org/yuridicheskiy_kabinet_svyatoslava_zuyeva/127740797374/,Юридический кабинет Святослава Зуева,"Профсоюзная ул., 76, МоскваБЦ Галерея, этаж 7, офис 15",+7 (999) 858-70-32,"5,0",85 оценок,urist-zuev.ru,разрешено с кошками и собаками
https://yandex.ru/maps/org/bukhgalterskoye_byuro_mariny_tinyakovoy/124215234897/,Бухгалтерское бюро Марины Тиняковой,"Черноморский бул., 17, корп. 1, Москва",+7 (926) 362-20-74,"4,9",25 оценок,bbmt.ru,запрещено с животными
https://yandex.ru/maps/org/yurist_kushakov_r_v_/15932083021/,Юрист Кушаков Р. В.,"Варшавское ш., 42, Москва",+7 (909) 102-22-00,null,Ещё нет отзывов,null,"банковским переводом, предоплата, наличными, рассрочка"
https://yandex.ru/maps/org/statut_pravo/212080202761/,Statut Pravo,"Нагатинская ул., 2соор1, Москва",+7 (980) 098-57-28,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/karat/51072706551/,КараТ,"ул. Вавилова, 69/75, Москваэтаж 10, офис 1015",+7 (909) 999-01-97,"5,0",31 оценка,lc-karat.ru,"регистрация ООО, внесение изменений в документы, регистрация ИП"
https://yandex.ru/maps/org/tekhekspertiza/24360844873/,ТЕХэкспертиза,"ул. Бутлерова, 17, Москва",+7 (930) 478-77-77,"5,0",180 оценок,texexpertiza.ru,запрещено с животными
https://yandex.ru/maps/org/biznes_sovet/104266500568/,Бизнес совет,"Научный пр., 19, Москваэтаж 6",+7 (495) 185-00-98,"4,4",9 оценок,bisovet.pro,запрещено с животными
https://yandex.ru/maps/org/pro_novostroy/138878490305/,Pro Новострой,"Одесская ул., 2, Москва",+7 (995) 151-13-69,null,6 отзывов,pronovostroi.com,"банкротство, ликвидация фирм"
https://yandex.ru/maps/org/pravostroy/186569548247/,ПравоСтрой,"ул. Гарибальди, 24, корп. 3, Москвапомещение 1/1",+7 (977) 485-55-90,"4,9",20 оценок,www.pravostroj.ru,разрешено со всеми животными
https://yandex.ru/maps/org/kadastrovyye_raboty/104525366522/,Кадастровые работы,"Каширское ш., 3, корп. 2, стр. 9, МоскваБЦ Сириус-Парк, этаж 1, офис 7",+7 (982) 003-18-61,"5,0",45 оценок,кадастровая-помощь.рф,разрешено со всеми животными
https://yandex.ru/maps/org/mezhregionalny_tsentr_zemelno_imushchestvennykh_otnosheniy/63664740163/,Межрегиональный центр земельно-имущественных отношений,"Научный пр., 17, Москваэтаж 2, офис 231",+7 (916) 117-30-07,"4,4",9 оценок,mczio.ru,null
https://yandex.ru/maps/org/byuro_vista/112518766012/,Бюро ВиСта,"Варшавское ш., 65, корп. 2, Москва",+7 (910) 315-22-02,null,Ещё нет отзывов,burovista.ru,"представительство в суде, взыскание долгов и убытков, арбитраж"
https://yandex.ru/maps/org/plasticlaw/169828705510/,PlasticLaw,"Научный пр., 14А, стр. 1, Москва",+7 (985) 319-08-73,"4,8",31 оценка,plasticlaw.ru,null
https://yandex.ru/maps/org/moy_yurist/85769270256/,Мой Юрист,"Хлебозаводский пр., 7А, Москва",+7 (495) 255-77-11,"5,0",4 отзыва,moy-yurist.com,"юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса"
https://yandex.ru/maps/org/tsentr_zashchity_intellektualnykh_prav/96139741472/,Центр Защиты интеллектуальных прав,"Нагатинская наб., 10А, Москвапомещение 21Н",+7 (980) 431-07-07,null,Ещё нет отзывов,цзип.рф,null
https://yandex.ru/maps/org/advokat_panina_s_v_/205906947804/,Адвокат Панина С. В.,"Старокаширское ш., 4, корп. 1, Москвапомещение 6, комната 2",+7 (925) 382-50-76,"5,0",Ещё нет отзывов,null,разрешено со всеми животными
https://yandex.ru/maps/org/alkogolnoye_pravo/87580874522/,Алкогольное право,"Научный пр., 19, Москваэтаж 6, офис 45",+7 (499) 460-56-48,null,77 отзывов,alcolaw.ru,"представительство в суде, договорное право, сопровождение сделок, юридическое сопровождение бизнеса"
https://yandex.ru/maps/org/pervoye_byuro_otsenki_i_ekspertizy/36449289640/,Первое бюро оценки и экспертизы,"Каширское ш., 3, корп. 2, стр. 9, Москва",+7 (499) 325-73-05,"4,9",36 оценок,1оценка.рф,"бизнеса, ущерба, недвижимости, оборудования и машин"
https://yandex.ru/maps/org/dzybov_ko/202525837316/,Дзыбов&ко,"Одесская ул., 2, Москва",+7 (993) 908-08-88,null,Ещё нет отзывов,null,"оплата картой, QR-код, оплата кредитной картой, безналичная, бесконтактная оплата, предоплата, онлайн, наличными, постоплата, СБП, оформление кредита, рассрочка"
https://yandex.ru/maps/org/rif_konsalt/203057746097/,Риф-консалт,"Нагатинская ул., 1, Москва",+7 (916) 991-11-20,null,1 отзыв,rif-consult.ru,запрещено с животными
https://yandex.ru/maps/org/global_biznes_konsalting/107296949175/,Глобал Бизнес Консалтинг,"Профсоюзная ул., 56, МоскваБЦ Cherry Tower, офис 807",+7 (929) 637-09-79,null,1 отзыв,pvbmsk.ru,банкротство
https://yandex.ru/maps/org/ugolovny_advokat_gobanov_s_l_/81156640762/,Уголовный адвокат Гобанов С. Л.,"просп. Андропова, 22, Москва",+7 (980) 372-71-75,"4,6",12 оценок,адвокат-сергей-гобанов.рф,разрешено со всеми животными
https://yandex.ru/maps/org/yuridicheskiye_uslugi/54160184097/,Юридические услуги,"Научный пр., 6, МоскваБЦ Научный-6, этаж 5, кабинет 539",+7 (495) 877-33-85,"3,9",3 оценки,avtoyuristmsk.ru,разрешено со всеми животными
https://yandex.ru/maps/org/avtoyurist/173487821359/,Автоюрист,"Научный пр., 6, Москва",+7 (926) 054-37-67,null,1 отзыв,null,null
https://yandex.ru/maps/org/likmashina/38160971747/,Ликмашина,"ул. Архитектора Власова, 18, Москва",+7 (903) 095-05-05,"4,6",22 оценки,www.liqmachine.ru,запрещено с животными
https://yandex.ru/maps/org/grazhdanskiy_shchit/96742819082/,Гражданский щит,"Каширское ш., 43, корп. 5, Москва",+7 (980) 430-92-62,"3,3",3 оценки,www.мроогражданскийщит.рф,гражданское право
https://yandex.ru/maps/org/notarius_vorotskov_i_v_/214713085610/,Нотариус Вороцков И. В.,"ул. Новинки, 1, Москва",+7 (495) 223-32-35,"4,5",19 оценок,notarius-vorotskov-ilja.clients.site,"сделки с долями в уставном капитале, выдача свидетельства о праве собственности на долю в общем имуществе, выдача документа из архива нотариуса, выдача свидетельства о праве на наследство, удостоверение времени предъявления документа, выдача свидетельств, удостоверение доверенности, документы на регистрацию юр. лица в ФНС, свидетельствование верности копий документов, обеспечение доказательств, передача заявления физического и юридического лица другому физическому и юридическому лицу, сделки с недвижимым имуществом, консультации, удостоверение договоров, односторонние сделки, принятие в депозит нотариуса денежных сумм и ценных бумаг, брачный договор, свидетельствование подлинности подписи"
https://yandex.ru/maps/org/yurist_po_grazhdanskim_delam/27643446660/,Юрист по гражданским делам,"ул. Бутлерова, 17Б, Москва",+7 (915) 138-67-56,null,1 отзыв,jurist-po-grazhdanskim-delam-ulitsa-butlerova.clients.site,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, экономические дела, представительство в суде"
https://yandex.ru/maps/org/advokat_zapotochny_i_v_/126664925702/,Адвокат Запоточный И. В.,"Научный пр., 19, Москваэтаж 1, офис 137",+7 (903) 504-56-58,"4,9",28 оценок,www.mosadv.com,"регистрация ИП, регистрация АО, регистрация ООО, внесение изменений в документы"
https://yandex.ru/maps/org/zashchita/16964396966/,Защита,"Профсоюзная ул., 56, Москва",8 (800) 777-58-17,"5,0",205 оценок,zashita-bankrotstvo.ru,"регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, банкротство"
https://yandex.ru/maps/org/propatent/32324542577/,Пропатент,"Болотниковская ул., 11, корп. 1, Москваэт. 3",+7 (499) 499-49-25,"4,3",Ещё нет отзывов,propatent.ru,"арбитраж, договорное право"
https://yandex.ru/maps/org/tsentr_kadastra_nedvizhimosti/151497778489/,Центр Кадастра Недвижимости,"Электролитный пр., 9, корп. 1, Москва",+7 (929) 927-90-69,"5,0",Ещё нет отзывов,null,сопровождение сделок
https://yandex.ru/maps/org/obyedinennyye_nalogovyye_konsultanty/1089742870/,Объединенные Налоговые Консультанты,"Сивашская ул., 7, Москваэтаж 1, офис 1",+7 (909) 699-29-29,"4,3",Ещё нет отзывов,onknalog.ru,null
https://yandex.ru/maps/org/shevyrev_i_partnery/124000281066/,Шевырев и партнеры,"Одесская ул., 2, корп. А, Москва",+7 (495) 252-70-31,"4,0",9 оценок,www.shevyrev.ru,null
https://yandex.ru/maps/org/yuradresa_moskva/205381683608/,Юрадреса. Москва,"Профсоюзная ул., 56, МоскваТЦ ""Черёмушки""",+7 (495) 208-09-45,null,Ещё нет отзывов,юрадреса.москва,запрещено с животными
https://yandex.ru/maps/org/yevroaziatskiy_finansovy_dom/7752228699/,Евроазиатский финансовый дом,"Нахимовский просп., 23, корп. 1, Москваподъезд 1",+7 (495) 989-96-25,"4,3",12 оценок,efdom.ru,null
https://yandex.ru/maps/org/advokat_silantyev_a_n_/108548934070/,Адвокат Силантьев А. Н.,"2-й Нагатинский пр., 2/2к1, Москва",+7 (919) 598-31-95,null,Ещё нет отзывов,адвокат-силантьев.москва,разрешено со всеми животными
https://yandex.ru/maps/org/pravovoy_agent/35132666954/,Правовой Агент,"Научный пр., 6, Москва",+7 (937) 665-68-39,"4,2",3 оценки,null,запрещено с животными
https://yandex.ru/maps/org/yuf_yu_keys/140246473886/,ЮФ Ю. Кейс,"Научный пр., 19, Москваэтаж Первый, офис 137",+7 (915) 251-82-22,null,1 отзыв,case.msk.ru,наличными
https://yandex.ru/maps/org/vertikal_12_6/210764497655/,Вертикаль 12/6,"Севастопольский просп., 51, Москва",+7 (938) 444-55-13,null,Ещё нет отзывов,null,запрещено с животными
https://yandex.ru/maps/org/mkts_pravovoy_ekspert/223028614640/,МКЦ Правовой эксперт,"Варшавское ш., 39, Москваофис 508А",+7 (926) 539-94-05,null,Ещё нет отзывов,мкцэксперт.рф,"кадровое делопроизводство, налоговые дела, бухгалтерское сопровождение бизнеса, юридическое сопровождение бизнеса, взыскание долгов и убытков, договорное право, сопровождение сделок, арбитраж, восстановление утраченных документов"
https://yandex.ru/maps/org/yuridicheskiy_interes/1177020858/,Юридический интерес,"Нагатинская ул., 28, корп. 2, Москва",+7 (499) 616-38-88,"4,3",Ещё нет отзывов,null,null
https://yandex.ru/maps/org/advokatskiy_kabinet_yaskova_a_v_/86709089014/,Адвокатский кабинет Яськова А. В.,"Научный пр., 19, Москваэтаж 1, офис 137",+7 (965) 229-63-73,"4,5",18 оценок,www.yaskovprav.ru,банкротство
https://yandex.ru/maps/org/spravedlivaya_meditsina/3737088905/,Справедливая медицина,"Нагатинская ул., 1, стр. 1, Москва",+7 (499) 409-26-41,"4,3",7 отзывов,spravedmed.ru,null
https://yandex.ru/maps/org/advokat_kotosin_t_a_/1342509819/,Адвокат Котосин Т. А.,"просп. Андропова, 22, Москва",+7 (926) 221-24-91,"4,8",21 оценка,null,"личный адвокат, семейное право, наследственное право, трудовое право, жилищное право, споры с банками, страховыми и кредитными организациями, защита авторских прав, судебное установление фактов, сопровождение сделок, защита прав потребителей, возмещение вреда здоровью, земельное право и недвижимость, уголовный адвокат, банкротство, авто право, гражданское право"
https://yandex.ru/maps/org/pravovoy_tsentr_aksiom/134650605568/,Правовой центр Аксиом,"Профсоюзная ул., 56, Москва",+7 (495) 178-03-27,"4,4",7 оценок,mosaxiom.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.ru/maps/org/oformleniye_restaylinga/8572721532/,Оформление рестайлинга,"Большая Черёмушкинская ул., 21, Москва",+7 (909) 999-80-03,"5,0",50 оценок,oformlenie-restaylinga.ru,авто право
https://yandex.ru/maps/org/advokaty_ushakovy_putilovy/1060267861/,"Адвокаты Ушаковы, Путиловы","ул. Гарибальди, 28, корп. 1, Москваотдельное крыльцо, вывески ""Адвокаты Ушаковы, Путиловы"" и ""ЮОНИ недвижимость""",+7 (495) 545-12-12,"4,5",45 оценок,www.5451212.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, налоговые дела, экономические дела, представительство в суде"
https://yandex.ru/maps/org/biznes_/94786902354/,Бизнес +,"Каширское ш., 14, Москва",+7 (495) 740-50-59,null,Ещё нет отзывов,business-pluss.ru,запрещено с животными
https://yandex.ru/maps/org/yuridicheskoye_byuro/76942997248/,Юридическое Бюро,"Новочерёмушкинская ул., 57, Москва",+7 (925) 410-61-80,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/tsentr_pravovykh_ekspertiz/1179724794/,Центр правовых экспертиз,"ул. Архитектора Власова, 18, Москва",+7 (495) 500-32-22,"4,7",31 оценка,lawex.ru,запрещено с животными
https://yandex.ru/maps/org/regionalny_obshchestvenny_fond_pravovoy_zashchity_i_podderzhki_invalidov_bez_baryerov/71703910512/,Региональный общественный фонд правовой защиты и поддержки инвалидов Без Барьеров,"Варшавское ш., 76, корп. 2, Москва",+7 (916) 858-78-33,"5,0",4 отзыва,barrier-free.ru,null
https://yandex.ru/maps/org/sentenza_group/183034850187/,Sentenza Group,"Научный пр., 17, Москва",+7 (499) 841-67-27,null,Ещё нет отзывов,sentenza.group,"ликвидация фирм, регистрация ООО, внесение изменений в документы"
https://yandex.ru/maps/org/byuro_perevodov/200300185452/,Бюро Переводов,"Балаклавский просп., 7, Москваэтаж 3",+7 (985) 101-02-04,"4,8",34 оценки,www.center-perevod.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.ru/maps/org/ssap/1549387696/,Ссап,"Нагатинская ул., 4А, стр. 9, Москва",+7 (495) 971-85-19,"4,1",15 оценок,ssap.ru,"скидки на услуги льготным категориям, постоплата, наличными, оплата картой, электронными деньгами, банковским переводом, sms-платеж, безналичная, онлайн"
https://yandex.ru/maps/org/kvorum_/57743490056/,Кворум +,"Научный пр., 6, Москва",+7 (906) 005-39-29,"4,3",5 оценок,kvorumplus.ru,разрешено только с кошками
https://yandex.ru/maps/org/nalogovaya_konsultatsiya/46118413275/,Налоговая консультация,"Каширское ш., 44, корп. 1, Москваэтаж цокольный",+7 (495) 786-00-80,"5,0",168 оценок,nsovet.ru,null
https://yandex.ru/maps/org/yuridicheskiye_uslugi/215044039204/,Юридические услуги,"ул. Москворечье, 51, корп. 2, Москва",null,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/meyyer_i_partnery/166527996221/,Мейер и партнеры,"Научный пр., 17, Москваэтаж 15",+7 (903) 000-41-25,null,Ещё нет отзывов,null,запрещено с животными
https://yandex.ru/maps/org/alkoyurist/149300043003/,АлкоЮрист,"Научный пр., 19, Москваэтаж 6, офис 1",+7 (499) 460-40-17,null,14 отзывов,alcolawyer.ru,регистрация ООО
https://yandex.ru/maps/org/gordeychik_i_partnyory/243333103744/,Гордейчик и партнёры,"Херсонская ул., 43, Москва",+7 (916) 822-08-08,"4,8",Ещё нет отзывов,null,null
https://yandex.ru/maps/org/re_finans/1013312255/,Ре-финанс,"Балаклавский просп., 28В, стр. А, Москва",+7 (495) 981-61-15,"4,2",18 оценок,www.r-finance.ru,"сопровождение сделок, арбитраж, договорное право, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, кадровое делопроизводство"
https://yandex.ru/maps/org/avtostrakhovaniye/1188298569/,Автострахование,"Нагатинская ул., 2, корп. 2, МоскваПодьезды 3, 8",+7 (910) 458-47-95,"4,8",19 отзывов,null,null
https://yandex.ru/maps/org/yuridicheskoye_byuro_chernykh_a_s_/162461841521/,Юридическое бюро Черных А. С.,"ул. Намёткина, 14, корп. 1, Москва",+7 (916) 496-37-52,null,Ещё нет отзывов,бюрочерных.рф,"регистрация ИП, перерегистрация, регистрация АО, регистрация НОУ, АНО, регистрация ООО, внесение изменений в документы, ликвидация фирм"
https://yandex.ru/maps/org/tssd/111800726113/,Цсд,"Балаклавский просп., 16, Москва",null,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/nk_tsentr/1035481194/,НК центр,"ул. Москворечье, 31, корп. 2, Москваофис 16, этаж 1",+7 (499) 320-43-88,"4,7",25 оценок,buh-c.com,"регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП"
https://yandex.ru/maps/org/yuridicheskiye_uslugi/4137099312/,Юридические услуги,"Профсоюзная ул., 58, корп. 4, Москва",+7 (926) 550-45-05,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/upravleniye_pravovymi_riskami/139217944278/,Управление правовыми рисками,"1-й Котляковский пер., 3, Москва",null,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/arbitrazhny_upravlyayushchiy_ivanov_d_v_/137847792748/,Арбитражный управляющий Иванов Д. В.,"просп. Андропова, 22, Москва",+7 (999) 003-02-07,"4,3",Ещё нет отзывов,ивановъ.рф,"арбитраж, юридическое сопровождение бизнеса"
https://yandex.ru/maps/org/kollegiya_advokatov/22722698316/,Коллегия адвокатов,"Научный пр., 8, стр. 1, Москваэтаж 3, офис 302",+7 (909) 546-93-50,null,Ещё нет отзывов,kollegija-advokatov-k51.clients.site,"представительство в суде, экономические дела"
https://yandex.ru/maps/org/aristotel/131370736677/,Аристотель,"Научный пр., 8, стр. 1, Москваофис 139",+7 (495) 760-02-29,"4,3",10 оценок,аристотель24.рф,банкротство
https://yandex.ru/maps/org/advokat_kozhevin_k_g_/36364151090/,Адвокат Кожевин К. Г.,"Азовская ул., 6, корп. 3, Москва",+7 (903) 972-49-13,null,1 отзыв,null,"налоговые дела, взыскание долгов и убытков, арбитраж, сопровождение сделок, юридическое сопровождение бизнеса, договорное право"
https://yandex.ru/maps/org/yurist_sudebny_praktik/195226287272/,Юрист. Судебный практик,"Профсоюзная ул., 76, Москва",+7 (929) 678-28-88,null,Ещё нет отзывов,jurist-lapina-a-m.clients.site,запрещено с животными
https://yandex.ru/maps/org/dubinin_i_partnery/1706368615/,Дубинин и партнеры,"Профсоюзная ул., 57, Москва",8 (800) 222-29-03,"4,6",36 оценок,dubinin-partner.com,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство"
https://yandex.ru/maps/org/ekspert_alyans/1175204288/,Эксперт-Альянс,"просп. Андропова, 38, корп. 3, Москваофис 166",+7 (903) 724-68-92,"5,0",3 отзыва,www.expert-alyans.ru,"нарушения пдд, трасология, строительных проектов, строительных смет, мебели, товароведческая, пожарно-техническая, почерковедческая, судебная, землеустроительная, транспортно-трасологическая, строительная"
https://yandex.ru/maps/org/avtostrakhovaniye/122739964490/,Автострахование,"Нагатинская ул., 16, МоскваТЦ Конфетти, этаж 1",+7 (910) 458-47-95,"4,4",43 оценки,avtostrahovaniemsk.ru,доступно
https://yandex.ru/maps/org/aleteyya/51642098194/,Алетейя,"Херсонская ул., 12, корп. 5, Москва",+7 (925) 002-22-87,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/advokatskiy_kabinet_karasevoy_anny_aleksandrovny/13900237164/,Адвокатский кабинет Карасевой Анны Александровны,"Научный пр., 12, Москва",+7 (926) 576-09-99,"4,1",3 оценки,advkaraseva.ru,"ликвидация фирм, банкротство"
https://yandex.ru/maps/org/prioritet/69454801295/,Приоритет,"Профсоюзная ул., 56, Москва",+7 (914) 193-45-26,"3,1",3 оценки,null,кадровое делопроизводство
https://yandex.ru/maps/org/biznes_byuro/71800368502/,Бизнес Бюро,"Научный пр., 8, стр. 1, Москвапомещение XVI, офис 317, комната 44",+7 (495) 648-88-10,"4,8",144 оценки,msk.burobiz.ru,"сопровождение сделок, бухгалтерское сопровождение бизнеса, юридическое сопровождение бизнеса"
https://yandex.ru/maps/org/vitte_konsalting/75868219351/,Витте Консалтинг,"ул. Кедрова, 15, Москваподъезд 3",+7 (495) 777-10-95,"4,4",32 оценки,vittecon.ru,null
https://yandex.ru/maps/org/grand_real/72079492834/,Гранд реал,"ул. Кржижановского, 15, корп. 5, Москва",+7 (925) 518-66-80,null,16 отзывов,www.grand-real.ru,запрещено с животными
https://yandex.ru/maps/org/moskovskaya_oblastnaya_kollegiya_advokatov_filial_70/165141649754/,"Московская областная коллегия адвокатов, филиал № 70","Профсоюзная ул., 56, Москва",+7 (926) 229-07-86,"4,8",Ещё нет отзывов,www.protectip.ru,"скидки на услуги льготным категориям, наличными, оплата картой, электронными деньгами, банковским переводом, sms-платеж, рассрочка, безналичная, онлайн"
https://yandex.ru/maps/org/simplkard/199838821269/,СимплКард,"Каширское ш., 3, корп. 2, стр. 2, Москва",+7 (495) 191-98-79,"4,3",Ещё нет отзывов,www.simplecard.ru,null
https://yandex.ru/maps/org/za_spravedlivost/225937713133/,За справедливость,"Профсоюзная ул., 57, Москва",+7 (926) 826-21-11,"4,9",1 отзыв,за-справедливость.рф,"наличными, оплата картой"
https://yandex.ru/maps/org/doktor_biznesa/1003535704/,Доктор Бизнеса,"Пролетарский просп., 13, Москвадомофон 1, этаж 1, квартира 1",+7 (903) 785-05-12,"4,1",18 оценок,dokbiz.ru,"оплата картой, банковским переводом, безналичная, онлайн"
https://yandex.ru/maps/org/finayz/183439554830/,ФинАйз,"Профсоюзная ул., 76, Москва",+7 (495) 972-22-78,"4,3",7 оценок,www.fineyes.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство"
https://yandex.ru/maps/org/advokat_shimkovich_s_v_/1758218501/,Адвокат Шимкович С. В.,"Каширский пр., 5, Москваэтаж 1",+7 (903) 112-38-86,"2,3",7 оценок,null,"личный адвокат, военная служба, семейное право, наследственное право, трудовое право, жилищное право, споры с банками, страховыми и кредитными организациями, защита авторских прав, судебное установление фактов, сопровождение сделок, защита прав потребителей, возмещение вреда здоровью, земельное право и недвижимость, уголовный адвокат, банкротство, авто право, гражданское право"
https://yandex.ru/maps/org/arbitrazhny_upravlyayushchiy_tregubov_d_ye/112304409316/,Арбитражный Управляющий Трегубов Д. Е,"Новочерёмушкинская ул., 49, Москва",+7 (958) 804-30-85,"4,4",Ещё нет отзывов,bankrotstvo2000.turbo.site,"арбитраж, взыскание долгов и убытков"
https://yandex.ru/maps/org/stels_1/1188439034/,Стелс-1,"Каширское ш., 48, корп. 1, Москваэтаж цокольный",+7 (499) 324-16-35,"4,4",24 оценки,stels-1.ru,"сопровождение сделок, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.ru/maps/org/raydel/185045041885/,Райдел,"Каширское ш., 13Б, Москваэтаж 2, офис 237",+7 (495) 150-64-45,"4,6",Ещё нет отзывов,ridel.ru,"сопровождение сделок, договорное право, восстановление утраченных документов, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.ru/maps/org/advokatskiy_kabinet_gorbunovoy_l_g_/30466212501/,Адвокатский кабинет Горбуновой Л. Г.,"ул. Намёткина, 8, стр. 1, Москва",+7 (916) 628-41-02,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/departament_yuridicheskikh_uslug/73441558470/,Департамент Юридических Услуг,"Научный пр., 6, Москва",+7 (977) 470-00-50,null,Ещё нет отзывов,de-jurus.ru,"регистрация ИП, внесение изменений в документы, регистрация ООО, регистрация АО, банкротство, ликвидация фирм"
https://yandex.ru/maps/org/auditorskaya_gruppa_2k/150314254154/,Аудиторская группа 2к,"Научный пр., 17, Москва",+7 (495) 777-08-94,"4,1",9 оценок,www.2kaudit.ru,судебная
https://yandex.ru/maps/org/lad/181133089216/,Лад,"ул. Намёткина, 11, Москваэтаж 1, офис 1",+7 (909) 282-51-83,"4,9",21 оценка,lad-salon.ru,null
https://yandex.ru/maps/org/agrokhimreg/205852977936/,АгроХимРег,"1-й Нагатинский пр., 2, стр. 35БН, Москва",+7 (499) 110-56-15,"4,3",4 оценки,agroximreg.ru,безналичная
https://yandex.ru/maps/org/advokat_chebotareva_veronika_vladimirovna/72276646963/,Адвокат Чеботарева Вероника Владимировна,"ул. Архитектора Власова, 55, Москваэтаж 5, офис 521",+7 (961) 085-48-48,null,Ещё нет отзывов,null,"юридическое сопровождение бизнеса, арбитраж, договорное право, представительство в суде"
https://yandex.ru/maps/org/finkonsaltuchet/111575344853/,ФинКонсалтУчет,"Научный пр., 8, стр. 1, Москваэтаж 2, офис 226",+7 (495) 369-33-96,"4,2",10 оценок,www.fkugroup.ru,"для ООО, для ИП"
https://yandex.ru/maps/org/smart_rezalt/214632882381/,Смарт Резалт,"Профсоюзная ул., 76, Москва",+7 (968) 399-11-11,"4,9",Ещё нет отзывов,smart-result.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, экономические дела"
https://yandex.ru/maps/org/arbitrazh/220930950363/,Арбитраж,"ул. Намёткина, 14, корп. 2, Москва",null,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/advokat_shoyufskiy/16790284033/,Адвокат Шоюфский,"ул. Академика Пилюгина, 4, Москва",+7 (967) 099-20-20,"4,3",6 отзывов,null,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство, аккредитация иностранных представительств"
https://yandex.ru/maps/org/moskovskaya_oblastnaya_kollegiya_advokatov/1751540786/,Московская областная коллегия адвокатов,"Научный пр., 17, Москва",+7 (926) 229-07-86,"4,1",7 оценок,www.nomoka.ru,null
https://yandex.ru/maps/org/reanalitika/29902312584/,Реаналитика,"Научный пр., 17, Москва",+7 (901) 544-58-88,null,Ещё нет отзывов,reanalitika.ru,"сопровождение сделок, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, экономические дела, представительство в суде"
https://yandex.ru/maps/org/litchers/184558939708/,Литчерс,"Научный пр., 8, стр. 1, Москва",null,"4,1",6 оценок,litchers.com,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, налоговые дела"
https://yandex.ru/maps/org/tsentr_nezavisimoy_ekspertizy_otsenki_i_sertifikatsii_sudekspert/66537007464/,"Центр независимой экспертизы, оценки и сертификации Судэксперт","ул. Бутлерова, 17Б, Москва",+7 (969) 777-86-59,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/konsalt_pro_otsenka/201800134666/,Консалт Про Оценка,"Научный пр., 17, Москвапомещение 1/9",+7 (495) 142-84-27,null,Ещё нет отзывов,kpocenka.ru,"ценных бумаг, имущественных комплексов, бизнеса, недвижимости, ущерба"
